,Availability,Categories,Featured,Filter Shop,Filterplayers,Game Character,Game Discription,Game Title,Game url,General Filters,No of Players,Object ID,Virtual Console,free to start,slug
867,'Available now','Adventure',False,"'At retail', 'On Nintendo.com'",,,"A world between reality and fiction&nbsp;
Explore a faithful recreation of Asakusa, one of Tokyo’s most iconic districts as elements from the game worlds will slowly manifest themselves and threaten to destroy the entire district itself..&nbsp;
Splendid Artwork and Outstanding Visuals&nbsp;

Enjoy stunning visuals and gorgeous CGs drawn in a distinctive and vibrant art style. The detailed environments bring Asakusa to life with a unique atmosphere.&nbsp;
The interactive Selection Of Soul system&nbsp;

When the main character, Reiji gets flustered, the S.O.S (Selection Of Soul) system will be triggered. His emotions will flow onto the screen before vanishing. Quickly react to these options and see how your choices will affect the dialogues.",Our World Is Ended.,/games/detail/our-world-is-ended-switch,,1 player,07ddfc44-76b0-3313-a3d8-cca99c7e617c,na,False,our-world-is-ended-switch
868,'Available now',"'Action', 'Arcade', 'Platformer'",False,'On Nintendo.com','1+',,"Cuphead is a classic run and gun action game heavily focused on boss battles. Inspired by cartoons of the 1930s, the visuals and audio are painstakingly created with the same techniques of the era: traditional hand drawn cel animation, watercolor backgrounds, and original jazz recordings.
&nbsp;
Play as Cuphead or Mugman (in single player or local co-op) as you traverse strange worlds, acquire new weapons, learn powerful super moves, and discover hidden secrets while you try to pay your debt back to the devil!",Cuphead,/games/detail/cuphead-switch,'Deals',up to 2 players,ce1af443-9b12-3367-ba76-40e9866a5286,na,False,cuphead-switch
869,'Available now',"'Action', 'Arcade', 'Strategy', 'Platformer'",False,'On Nintendo.com',,,"Katana ZERO is a stylish neo-noir, action-platformer featuring breakneck action and instant-death combat. Slash, dash, and manipulate time to unravel your past in a beautifully brutal acrobatic display.
&nbsp;
Key Features:
&nbsp;
Exceptional Combat: Overcome your opposition however the situation requires. Deflect gunfire back at foes, dodge oncoming attacks, and manipulate enemies and environments with traps and explosives. Leave no survivors.
&nbsp;
Hand-Crafted Sequences: Each level is uniquely designed for countless methods of completion. Defeat foes creatively, using spontaneous approaches to eliminate your enemy as you see fit.
&nbsp;
Unconventional Storytelling: An enigmatic story told through cinematic sequences woven into the gameplay, twisting and folding to an unexpected conclusion.",Katana ZERO,/games/detail/katana-zero-switch,,1 player,aaf83617-10a0-394b-ba53-9ad02784912d,na,False,katana-zero-switch
870,'Available now',"'Adventure', 'Puzzle'",False,'On Nintendo.com',,,"&#187;Tr&#252;berbrook&#171; is a thrilling mystery-sci-fi adventure game. Enjoy an 
      adventurous vacation to a 1960's parallel universe! A Sci-Fi-Mystery 
      Adventure Game with handmade scenery.
    
    
      
    
    
      Imagine yourself on a vacation to Europe in the late sixties. Now, 
      picture yourself as a young American scientist; Hans Tannhauser. While 
      you're at it, think of Tr&#252;berbrook, a remote village in rural Germany. 
      Because, that's where you end up after hitting the continent. But who 
      cares, you won the trip in a lottery! Or at least, that&#8217;s how it seems. 
      But don't fear, instead of getting some rest, you could find yourself 
      having to save the world &#8230;
    
    
      
    
    
      FEATURES
    
    
      &#8226; Suspense! Mystery! Thrills! After all, it's a single player sci-fi 
      mystery adventure game.
    
    
      &#8226; Indulge in universal themes such as love, friendship, loyalty, 
      self-discovery and dinosaurs
    
    
      &#8226; Handmade miniature scenery!
    
    
      &#8226; Full voice acting in both English and Deutsch!
    
    
      &#8226; Atmospheric, moody soundtrack
    
    
      &#8226; Up to 10 hours of super exciting gameplay!",Trüberbrook,/games/detail/truberbrook-switch,,1 player,7b18dc4c-e3fb-32a7-a7b6-5d718ad752f1,na,False,truberbrook-switch
871,'Available now',"'Puzzle', 'Strategy', 'Multiplayer'",False,'On Nintendo.com','1+',,"Somewhere deep in the Amazon jungle, lies the finest treasure mankind has ever crafted: The Jade Alpaca. Professional thief duo Sam and Jacky head off on an adventure to recover the mythical artifact, determined to solve the riddles and overcome the challenges that have kept it safe through centuries.
&nbsp;
An original puzzle adventure: Put your mind to test as you explore Kaktun’s pyramid, where you’ll find over 100 handcrafted levels full of traps, enigmas and a host of new mechanics with every step.
&nbsp;
A brothers tale: Follow the story of Sam and Jacky in their dream to become the world’s wealthiest thieves, as they face their worst fears in their hardest heist yet.
&nbsp;
Cooperative mode: Join forces with friends and family to solve custom cooperative levels, where communication will be your most valuable tool.
&nbsp;
An engaging journey: Explore the wonders of a long lost temple, from its corridors reclaimed by nature to its majestic treasure chambers, accompanied by the game’s beautiful soundtrack.",SlabWell: The Quest For Kaktun's Alpaca,/games/detail/slabwell-the-quest-for-kaktuns-alpaca-switch,'Deals',up to 2 players,6327b8ca-8c22-3fdd-9c32-b8604ce6a2fc,na,False,slabwell-the-quest-for-kaktuns-alpaca-switch
872,'Available now',"'Action', 'Arcade', 'Party', 'Multiplayer'",False,,"'3+', '2+', '1+'",,"Dress up as an Assault Armored Vehicle and prepare yourself to speed 
      date, we mean destroy, hordes and hordes of undead humans, bears, 
      spiders and more! Join with up to 3 more friends and get ready to wreak 
      havoc, it will be a BLAST!",Tanks Meet Zombies,/games/detail/tanks-meet-zombies-switch,,up to 4 players,81f1de02-0696-35dd-aa1f-cdc1a05426d6,na,False,tanks-meet-zombies-switch
873,'Available now','Role-Playing',False,'At retail',,,"FINAL FANTASY X/X-2 HD Remaster brings the timeless classics forward to 
      the current generation of fans, old and new alike.
    
    
      
    
    
      FINAL FANTASY X tells the story of a star blitzball player, Tidus, who 
      journeys with a young and beautiful summoner named Yuna on her quest to 
      save the world of Spira from an endless cycle of destruction wrought by 
      the colossal menace Sin.
    
    
      
    
    
      FINAL FANTASY X-2 returns to the world of Spira two years after the 
      beginning of the Eternal Calm. Having been shown a mysterious but 
      familiar image in a sphere, Yuna becomes a Sphere Hunter and along with 
      her companions Rikku and Paine, embarks on a quest around the world to 
      find the answers to the mystery within.
    
    
      
    
    
      Fully immerse yourself in the World of Spira as you enjoy over 100 
      combined hours of gameplay across the two classic titles.
    
    
      
    
    
      Features:
    
    
      
    
    
      Enhanced HD Graphics
    
    
      -Heroes, villains, monsters, environments, and cutscenes have been given 
      an HD facelift so you can enjoy these classic games with stunning 
      updated graphics.
    
    
      
    
    
      Classic or New Audio &#8211; Take your pick
    
    
      -Tailor your gameplay and switch freely between the newly reworked 
      music, or the classic audio from the originals.
    
    
      
    
    
      Over 100 Hours of Gameplay
    
    
      -Relive all of the battles and heartfelt moments with over 100 hours of 
      combined gameplay.
    
    
      
    
    
      Full game installation size: 26.9gb",FINAL FANTASY X/X-2 HD Remaster,/games/detail/final-fantasy-x-x-2-hd-remaster-switch,'Deals',1 player,0fed29c2-ddbd-3786-927c-be2d7b1e2f23,na,False,final-fantasy-x-x-2-hd-remaster-switch
874,'Available now',"'Adventure', 'Role-Playing', 'Simulation'",False,'At retail',,,"Restore your Pa's neglected workshop to its former glory by fulfilling commissions, growing crops, raising animals, and befriending the quirky inhabitants of this charming post-apocalyptic land!
Armed with your Pa's old handbook and workbench, you must gather, mine and craft your way to being crowned the number one workshop in Portia. Help the locals rebuild the town and uncover the secrets locked deep away beneath it. Be prepared though…it won't be easy!

The town of Portia is full of friendly new faces for you to meet. Make friends, complete requests, exchange gifts, go on dates and let romance blossom!

BUILD YOUR WORKSHOP: Gather resources and craft marvellous machines as you work through daily commissions and villager requests.

RUN YOUR OWN FARM: Grow crops and raise animals.

GET CREATIVE: With craftable furniture, decorations and workshop upgrades.

JOIN THE COMMUNITY: Meet and make friends with a vibrant cast of unforgettable faces.

EXPLORE AND BATTLE: Delve deep into the ancient ruins and dungeons of Portia.

AND THERE’S MORE: Explore new lands, attend in-game festivals, ride horses and llamas, cook, play mini-games and go fishing. How will spend you time in Portia?",My Time at Portia,/games/detail/my-time-at-portia-switch,"'DLC available', 'Deals'",1 player,08830355-9971-3962-86e6-e992e9b3600e,na,False,my-time-at-portia-switch
875,'Available now','Arcade',False,,,,"Help El Silla to hit with the chair to every character that he encounters,
And thanks to the advanced technology of the Wii U™ you will be able to feel that you have a chair in your hands, go player, throw this chair to everyone !&nbsp;
There also hidden achievements, be ready to unlock them and try to get maximum score possible.",El Silla - Arcade Edition,/games/detail/el-silla-arcade-edition-wii-u,,1 player,e34869fe-f8e3-36ab-a68e-92d52b564a2d,na,False,el-silla-arcade-edition-wii-u
876,'Available now','Puzzle',False,,,,"Immerse yourself into Path to Mnemosyne, a hypnotic adventure created within an infinite zoom! Walk the path, explore your mind and recover all lost memories by solving dozens of imaginative puzzles.
&nbsp;
A mysterious story, a minimalist script and disturbing sounds and graphics, will make Path to Mnemosyne a bizarre and memorable gameplay experience for any player.
&nbsp;
Will you be able to reach the end of the path?
&nbsp;
Features:
&nbsp;
Overwhelming graphic style.
Atmosphere that plays with your senses.
Dozens of puzzles to solve.
Simple controls, challenging challenges.
Open narrative.",Path to Mnemosyne,/games/detail/path-to-mnemosyne-switch,,1 player,ca596923-c908-34b0-aa88-9f45cd9ccf56,na,False,path-to-mnemosyne-switch
877,'Available now',"'Strategy', 'Multiplayer'",False,,'1+',,"We are Sigmar’s Champions!
Thousands of players are heralding the new era – the Age of Sigmar, in this epic Warhammer Trading Card Game born from magic and fantasy
&nbsp;
Deploy units and unleash deadly magical abilities, while completing quests to earn blessings from the gods. Only the mightiest of warriors will stand victorious in this battle for the Mortal Realms, spanning both physical and digital worlds.
&nbsp;
Where does your allegiance lie? Start your mighty quest today!
&nbsp;
• DISCOVER the WARHAMMER AGE OF SIGMAR universe.
• CHOOSE your allegiance from the GRAND ALLIANCES.
• COMMAND legendary Champions that form the backbone of your army.
• FAST, TACTICAL GAMEPLAY – easy to play, takes skill to master.
• CARDS with unique rotating mechanics: for damage over time effects.
• COMPLETE quests to unlock powerful blessings.
• BATTLE your opponents in an epic duel of strategy and skill.
• BUILD YOUR OWN MIGHTY DECK of cards to prove your might.
• PLAY with digital cards or scan* physical cards into your digital collection to level-up and play them digitally for free!
&nbsp;
Are you ready to choose your allegiance?
&nbsp;
*Scanning physical cards requires account link to internet-enabled mobile device with camera.",Warhammer Age of Sigmar: Champions,/games/detail/warhammer-age-of-sigmar-champions-switch,,up to 2 players,b18e005d-bf90-3930-9a57-aa7326f23a12,na,True,warhammer-age-of-sigmar-champions-switch
878,'Available now',"'Adventure', 'Role-Playing', 'Strategy'",False,,'1+',,"A Dark Room is an innovative text-based adventure that harkens back to the magic of Zork, adding a modern spin on a classic genre and time in gaming.
It challenges the player’s perceptions, actions and imagination. Visually clean, A Dark Room presents text and cues with limited visual flourishes, but the experience that takes shape is full of depth and environmental storytelling. Audio is also important, portraying a dark world that the player can only imagine.
It is a game that draws players in, allowing them to perceive the intriguing world in their own way. What starts as a dark room with limited interactive options evolves into a complex story and resource management challenge.
Adapted especially for the platform, you can play with physical controls or the touch screen; exclusive to this version of the game is an enhanced user interface and local co-op play.
A Dark Room is an experience, and a story, unlike any other.",A Dark Room,/games/detail/a-dark-room-switch,,up to 2 players,666b3706-257f-31ea-be14-83f1c141ac5d,na,False,a-dark-room-switch
879,'Available now',"'Action', 'Arcade'",False,,,,"No matter how you look at it, there is nothing nice about stealing and unfortunately for a princess, she’s going to have to learn this the hard way, when “that guy” claims her possessions for himself and sets off with them.
Desiring to reclaim what is lost, Super Weekend Mode is a cutesy looking game where hearts must be caught, bunnies must be crushed and the bad need to be shot. We will see a princess chasing a thief through the labyrinths of despair, in a bid to get her belongings back.
Do you dare to embrace the challenge?

Features:
* Gameplay centred around 3 buttons
* 9 levels
* Multi-tasking mayhem
* In-game leaderboards",Super Weekend Mode,/games/detail/super-weekend-mode-switch,,1 player,500c43b1-6406-38fa-bd01-1b40017a70bf,na,False,super-weekend-mode-switch
880,'Available now',"'Sports', 'Multiplayer', 'Party', 'Action'",False,'On Nintendo.com','1+',,"Test your dueling instincts in one-on-one matches!
    
    
      
    
    
      Choose from multiple characters with their signature ability shots.
    
    
      Pick their looks from the list of available outfits.
    
    
      Make them better players by improving their stats!
    
    
      
    
    
      Challenge your friends in one-on-one local multiplayer mode!
    
    
      
    
    
      Shoot, block, shove and dunk your way through tournaments to unlock 
      additional characters.
    
    
      
    
    
      The must-have game for all basketball fans!
    
    
      
    
    
      GAME FEATURES:
    
    
      
    
    
      * 19 different characters with their own signature ability shots and 
      unique looks
    
    
      * Two different single player modes (League and Challenge)
    
    
      * COMPETE 1-ON-1 IN LOCAL MULTIPLAYER MODE (Versus)
    
    
      * Improve your character by leveling up and upgrading their stats
    
    
      * Really cool graphics, music and sound FX
    
    
      * 36 achievements to complete
    
    
      * 10 statistics to track your progress and beat",Street Basketball,/games/detail/street-basketball-switch,,up to 2 players,01d2686d-145b-3786-b7ad-d3bec223eb42,na,False,street-basketball-switch
881,'Available now','Puzzle',False,'On Nintendo.com',,,"Back to Bed is an artistic 3D puzzle game with a surreal twist. Bob is 
      an unlucky narcoleptic who has a tendency of falling asleep in his 
      boring office and then proceeding to sleepwalk into the dangers of the 
      big city. Luckily, Bob has a subconscious guardian named Subob, who 
      protects the sleepwalker and guides him back to the safety of his bed.
    
    
      
    
    
      The ever-vigilant Subob must lead Bob on a journey through a series of 
      surreal painting-like cityscapes, where the boundary between Bob's 
      dreams and reality have vanished.
    
    
      
    
    
      - Unique surreal and artistic game
    
    
      Play in a piece of art set in a digital frame, that mixes elements from 
      the real world and the world of dreams to create something unique and 
      surreal.
    
    
      
    
    
      - Mind-bending Isometric Levels
    
    
      Navigate detailed 3D puzzles that defy the laws of physics, wherein the 
      player must manipulate the strange environment to create a safe path for 
      Bob and avoid the dangers of the puzzle.
    
    
      
    
    
      - Two Characters As One
    
    
      Play as the embodied subconsciousness, in the form of a small guardian 
      creature, trying to save its own sleepwalking body from dangers of the 
      dream world.",Back to Bed,/games/detail/back-to-bed-switch,'Deals',1 player,d97e1c4a-bc5d-32a6-a78a-b61769e5ba55,na,False,back-to-bed-switch
882,'Available now',"'Adventure', 'Role-Playing', 'Strategy'",False,,,,"Vaporum is a grid-based dungeon crawler RPG in an original steampunk setting, inspired by old-school classics of the genre. Stranded in the middle of an ocean, in front of a gigantic tower, the hero has to find out what the place is, what happened there, and most importantly, who he is.&nbsp;",Vaporum,/games/detail/vaporum-switch,,1 player,a4f6fb95-7e09-3465-bbeb-1d285ef67e7f,na,False,vaporum-switch
883,'Available now',"'Role-Playing', 'Strategy'",False,,,,"Slimes are often the weakest monsters, but now it is time to make them the strongest army!
Slime Tactics is a game of real time strategy battles with a difference, as you lead these weakest of units to glory! There are various types to master, all with their own unique skills and characteristics. With smart strategy you can conquer the most deadly of enemies!
Take on numerous colourful and imaginative stages as the leader of these Slime forces. It’s time for Slime Tactics!",Slime Tactics,/games/detail/slime-tactics-switch,,1 player,23bb986c-2a75-3483-acdd-e7c025fd979f,na,False,slime-tactics-switch
884,'Available now',"'Music', 'Other'",False,,,,"Challenge your speed and showcase your reaction time! Stunning 3D effects, easy to operate, simply steer the ball to dodge the obstacles and conquer the world!
&nbsp;
How to play:
• You can control the cake through somatosensory mode or slide Left Stick
• Control the ball to avoid obstacles and do not fall! Experience the stories in every soundtrack.
&nbsp;
Features:
• Easy to operate but challenging
• Stunning 3D visual effects
• Abundant game scenes, each scene presents a brand new challenge
• Multiple songs that change along with the game scenes, enjoy the spectacular effects brought by the music",Rolling Sky,/games/detail/rolling-sky-switch,,1 player,2025cd63-d3cc-3772-b3ef-ea6b8b94843c,na,False,rolling-sky-switch
885,'Available now',"'Action', 'Arcade'",False,,'1+',,"TIME PILOT is a shooting game released by KONAMI in 1982.
Transport five generations into the future and shoot down enemy ships with a full 360º of motion.
Rescue parachuters and take out entire enemy formations to earn a high score!
Fly into a battle beyond time and space!
&nbsp;
The &quot;Arcade Archives&quot; series has faithfully reproduced many classic Arcade masterpieces.
Players can change various game settings such as game difficulty, and also reproduce the atmosphere of arcade display settings at that time. Players can also compete against each other from all over the world with their high scores.
Please enjoy the masterpiece that built a generation for video games.",Arcade Archives TIME PILOT,/games/detail/arcade-archives-time-pilot-switch,,up to 2 players,0235465e-3da9-3938-9a74-e038683d1faa,na,False,arcade-archives-time-pilot-switch
886,'Available now',"'Adventure', 'Puzzle', 'Role-Playing', 'Other'",False,'On Nintendo.com',,,"Shadowgate is one of the most well-known and beloved adventure titles in gaming history. It quickly endeared players with its fantastic atmospheric soundtrack, perilous locations to progress through, countless puzzles to solve, and more ways to gruesomely die than gamers previously thought possible. Thrust into the role of “The Seed of Prophecy”, players travel deep into the castle, in hopes of defeating the evil that dwells within – the dreaded Warlock Lord.
&nbsp;
That legendary adventure has been redesigned from the ground up, adding in tons of new mind-bending puzzles, lots of new rooms with stunning hand-painted 2D graphical details, and more objects to interact with.
This new console version builds upon the massively re-imagined remake of the original Shadowgate and features a refined user interface and intuitive wheel-based icon command system to help players along on their quest.
&nbsp;
Get ready brave adventurer, the Living Castle awaits!
&nbsp;
First Person Adventuring: Utilize your inventory, mapping system, and intuitive UI to complete your quest.
Dangerous Dungeons: Tons of beautifully illustrated rooms featuring both new and familiar locations, offering a new gameplay experience.
Mind-bending Puzzles: Lots of new and updated puzzles that seamlessly expand on the original game.
Difficulty Levels: Four different difficulty levels (from the novice to expert) that actually change the gameplay experience and puzzle structure.
For the ultimate challenge, try Ironman mode that disables saves and requires players to finish the game in one try.
Retro Mode: Play the game like it’s 1989! Toggle on to listen to Hiroyuki Masuno’s original chiptunes, move between rooms with pixelated transitions and follow the text in retro format.
Storytelling: Shadowgate features dramatic cut-scenes and all the same great storytelling you expect from the original creators.
Cinematic Score: A digitally-orchestrated, dynamic soundtrack that changes with gameplay by composer Rich Douglas.
Soundscapes: A complete atmospheric and puzzle-based sound design featuring hundreds of sound effects.",Shadowgate,/games/detail/shadowgate-switch,,1 player,e17422fd-c41b-3403-b005-fdbe8b114969,na,False,shadowgate-switch
887,'Available now',"'Action', 'Arcade', 'Adventure'",False,,,,"Show off your skills and reflexes in this frantic gallery shooter arcade action title - Filled with bullets, bots, and explosions! You play as Erin Saver, who carries out a personal vendetta against the criminal gang the Wildbots while bringing them to justice.
&nbsp;
Bot Vice features an automatic aiming system that completely redefines the gallery shooting genre and lets you focus on what really matters: shooting, dodging, and having fun! Master the controls until you find yourself FLOWING to the rhythm of the most intense gallery shooter ever made. Erin won’t level up, but YOU will.... Are you ready for the challenge?
&nbsp;
- Super intense arcade shooting action!
- New enemies, dangers, and bosses at each stage!
- Unlockable “Extra Missions” mode.
- Three difficulty levels: Insane, Warrior, and Rookie.
- Polished and colorful pixel art visuals.
- Catchy 90’s synth-rock soundtrack.",Bot Vice,/games/detail/bot-vice-switch,"'Demo available', 'Deals'",1 player,ba7ee4f9-8c10-325e-9aaf-fabf8db3769a,na,False,bot-vice-switch
888,'Available now',"'Action', 'Arcade', 'Fighting'",False,,,,"A mysterious figure known only as the Wanderer travels across the distant planet of Zircon V, a once prosperous mining colony that is now on the brink of destruction in the face of its dying star. By using the Passive Fist technique, the Wanderer can outlast any foe by deflecting their attacks and draining their stamina. With colonists disappearing and maniacs running wild, the Wanderer must stand firm, stay calm and fight for answers in this unique modern brawler!
&nbsp;
Gameplay Features:
&nbsp;
Timing &amp; Rhythm Based Combat
&nbsp;
Classic brawler action flipped on its head! Study your enemies' patterns and nullify their attacks with perfectly timed parries and dodges and let your enemies defeat themselves.
&nbsp;
Build Combos &amp; Unleash Super Attacks
&nbsp;
Fill your super meter with consecutive parries and dodges and spend it to destroy all who stand in your way.
&nbsp;
Create Your Own Difficulty Setting
&nbsp;
Adjust gameplay settings to customize your own challenge level with its own unique name.",Way of the Passive Fist,/games/detail/way-of-the-passive-fist-switch,,1 player,d91e4611-9f0d-3e08-a9a7-9012109ca37d,na,False,way-of-the-passive-fist-switch
889,'Available now','Adventure',False,,,,"&nbsp;
War rages on. During an air raid, 16 year old Noah and his little sister Renie seek shelter in a bunker. There, not only are they protected from the deadly bombardment, but are also at the crossroads of a world between life and death: Silence. When Noah’s sister gets lost in Silence, he is forced to venture into this idyllic yet threatening world to find her.
&nbsp;
Silence, however, bears its own scars of war and suffering. Dark creatures haunt towns and cities and ravage this once serene place between worlds. Only a small band of rebels stands against the looming menace. Now it is up to the siblings to save Silence and its fantastic inhabitants from impending doom and thus also save their own lives.
&nbsp;
Join Noah and Renie on their exciting journey through Silence where an emotionally gripping story of contrasts between serenity and danger unfolds. Meet fascinating and likeable characters like Spot, the magical caterpillar who helps Noah and Renie on their way through Silence. And witness when the siblings discover that the only thing that can save them is their love for each other.
&nbsp;
-Elaborately designed 3D characters and opulent 2D backgrounds
-Three playable characters
-There will be exciting new characters, but also a reunion with old friends",Silence,/games/detail/silence-switch,,1 player,bb86b090-9e39-39d3-841b-821335dc2f37,na,False,silence-switch
890,'Available now',"'Action', 'Adventure'",False,,,,"From the makers of Heavenly Sword, Enslaved: Odyssey to the West, and DmC: Devil May Cry, comes a warrior’s brutal journey into myth and madness.
Set in the Viking age, a broken Celtic warrior embarks on a haunting vision quest into Viking Hell to fight for the soul of her dead lover.
Created in collaboration with neuroscientists and people who experience psychosis, Hellblade: Senua’s Sacrifice will pull you deep into Senua’s mind.",Hellblade: Senua's Sacrifice,/games/detail/hellblade-senuas-sacrifice-switch,,1 player,b059e32b-6ccb-38cf-8052-6bc81d25f9d3,na,False,hellblade-senuas-sacrifice-switch
891,'Available now',"'Education', 'Lifestyle', 'Study', 'Training'",False,,,,"Break up the monotony of traditional language learning and bring some entertainment value to your Japanese kanji studies on the Nintendo Switch with media5’s latest release in “edu-tainment”: Greco’s Hall of Kanji. A great study game for beginners.
In these days, Japanese food, among other aspects of the culture are very trendy around the world. With the upcoming Tokyo Olympics, the indulgence of Japanese culture will spike to new highs! So those visiting Japan are encouraged to begin their journey into the world of kanji or brush up on their skills in case they are feeling a little rusty.
For those of you who don’t know, kanji are characters used for writing that come from China. They are kind of like letters but look a lot more complicated than the basic 26 roman letters of English. And they are used in various writing systems. In fact, it is the second most used writing system in the entire world.
With this title, anyone can learn kanji starting from the elementary level and study various kanji used in everyday life. But you’ll have so much fun with this title, you’ll forget that you’re even studying. Moreover, having a grasp of kanji can really help make traveling in Japan a lot easier.
Using the Japanese learning style of immersion with repeated writing and memorization, you can practice writing kanji to your heart’s content using the Switch’s touch screen. Of course, aside from writing, you can also learn the kanji’s pronunciation and meaning as well.
So enjoy studying and learn how to use Japanese writing with style!
&lt;Learning contents&gt;
• Understand the meaning and pronunciation of kanji displayed on the screen, and gradually learn it as you practice writing it repeatedly and correctly until it becomes second nature.
• By understanding the kanji by looking at the different parts and meanings that make up a single kanji, you will be able to understand the kanji completely.
• In short, understanding the meaning of the kanjis and be able to write them with ease.
----------------For Kids----------------
The game’s setting and story:
“The name’s Greco! I live in the Hall of Kanji. Kanji are stylish and cool looking characters used in Japanese writing. There’s no doubt that you will become popular with the people of Japan if you learn them! In my hall of kanji you can do two types of study challenges against my ghosts. The first one is called the “Writing Challenge”. In this challenge a ghost will appear with a kanji inside of it. If you write the kanji in his stomach correctly many times, you will defeat the ghost. The second challenge is called the “Hide and Seek Challenge”. In this challenge, parts of a kanji are hidden behind many mirrors, can you guess what the kanji is by looking at just parts of it? If so, then write them as fast and as accurately as possible and get rid of the ghosts. The more ghosts you defeat, the closer you will get to solving the secret of my mystery puzzle. Writing kanji correctly many times is the best way to learn Japanese kanji. So good luck!”
--------------------------------------
• [Writing Challenge] – Write the kanji displayed on the ghost over and over again as accurately as possible.
• [Hide and Seek Challenge] – Some parts of the kanji are obstructed, and the visible parts can only by seen in a series of mirrors on the screen. From what you can see, try to guess and write the correct kanji.
• By writing a lot of kanji correctly and defeating a lot of ghosts, you will be able to unlock and see Greco’s secret puzzle picture.
• You can review kanji that you’ve learned and completed in the “Kanji list”.",Greco’s Hall of Kanji Learn Japanese <Beginner>,/games/detail/grecos-hall-of-kanji-learn-japanese-beginner-switch,,1 player,afb1287a-0215-354c-bf99-9e4142bf8ab3,na,False,grecos-hall-of-kanji-learn-japanese-beginner-switch
892,'Available now',"'Adventure', 'Arcade', 'Puzzle'",False,'On Nintendo.com',,,"Funded on Kickstarter with backers including legend of the genre Ron Gilbert, The Mystery of Woolley Mountain is an otherworldly adventure game filled with strange beasts, evil witches, confused automatons and wacky ropemen.
Join a renegade crew of time-travelling audio scientists on a hilarious and fantastical quest. A malevolent witch has captured a group of children, and it’s up to you to save them from the mysterious island of Woolley Mountain!

Explore a rich and interactive set of environments, filled with head-scratching puzzles. Unravel a salacious storyline, meet a cornucopia of quirky characters, and boogie on down to an awesome original soundtrack!​

&nbsp;- Colourful world: A fantastical sprawling universe, populated by beasts, witches, automatons, ropemen and other strange and wonderful beings.

&nbsp;- Family content and all-ages humour: No swearing... well, maybe the word ‘darn’ on occasion!
&nbsp;- Striking 2D graphics: A lovingly hand-crafted art style.
&nbsp;- Gripping story: The five scientists travel in their amazing time-traversing Crystal Submarine from island to island. Can they make it to the dangerous island of Woolley mountain, destroy the evil witch, and rescue the kids?",The Mystery of Woolley Mountain,/games/detail/the-mystery-of-woolley-mountain-switch,,1 player,a32e17f1-30a5-3035-aba8-18608f608302,na,False,the-mystery-of-woolley-mountain-switch
893,'Available now',"'Arcade', 'Action', 'Puzzle'",False,,,,"Hop into your spaceship, open a path through huge waves of aliens and other hazards, and face intense boss battles!
&nbsp;
- Three difficulty modes.
- Randomized color puzzle stages.
- Intense shoot'em up boss fights.
- Unlock, buy and upgrade new ships.
- Unlockable Boss Rush mode.
- Colorful and polished pixel art graphics.
- Arcade-like FM synth soundtrack.",Super Star Path,/games/detail/super-star-path-switch,'Deals',1 player,97f24cbb-c005-3f4f-9f94-d015a3b57db0,na,False,super-star-path-switch
894,'Available now',"'Action', 'Party'",False,,"'3+', '2+', '1+'",,"&quot;Doggie Ninja The Golden Mission&quot; is a PvP action game up to 4 players can play.
Let's enjoy this game with anyone, anytime, and anywhere!
&nbsp;
- Break the castle!! Crush the rivals!
Let's throw the wall blocks to break the castle!
But watch out! If you break all the blocks holding the roof, the roof will fall down!
Once the falling roof hits a Doggie Ninja, He/she will be blown away!
&nbsp;
- The player collecting the most coins wins!
Once you break the golden blocks, you can get coins.
Let's break the golden blocks to collect lots of coins!
&nbsp;
- There're 3 unique castles you can play!
There are iron blocks that break through the floor and bomb blocks that destroy nearby blocks!
You can enjoy different games for each stage!",Doggie Ninja The Golden Mission,/games/detail/doggie-ninja-the-golden-mission-switch,,up to 4 players,88e84927-3174-3618-911c-8e841027abd2,na,False,doggie-ninja-the-golden-mission-switch
